locus_id	gen_contig_id	gen_contig_start	gen_contig_stop	strand	out_seq_id	out_seq_start	out_seq_stop	pct_locus	source_gen	overhangs	product
SeAg_B4032	CP001138	3931720	3931866	+	pangenome_0002_length_4798660	3931720	3931866	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B4034	CP001138	3932028	3933689	-	pangenome_0002_length_4798660	3932028	3933689	100.00	S_Agona_SL483	0,0	putative potassium uptake protein TrkA
SeAg_B4035	CP001138	3933870	3934298	-	pangenome_0002_length_4798660	3933870	3934298	100.00	S_Agona_SL483	0,0	small heat shock protein IbpB
SeAg_B4036	CP001138	3934408	3934827	-	pangenome_0002_length_4798660	3934408	3934827	100.00	S_Agona_SL483	0,0	small heat shock protein IbpA
SeAg_B4038	CP001138	3935085	3935204	-	pangenome_0002_length_4798660	3935085	3935204	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B4037	CP001138	3935173	3935463	+	pangenome_0002_length_4798660	3935173	3935463	100.00	S_Agona_SL483	0,0	conserved outer membrane protein
SeAg_B4039	CP001138	3935465	3936691	-	pangenome_0002_length_4798660	3935465	3936691	100.00	S_Agona_SL483	0,0	putative cytoplasmic protein
SeAg_B4040	CP001138	3936813	3937856	-	pangenome_0002_length_4798660	3936813	3937856	100.00	S_Agona_SL483	0,0	cytochrome c-type biogenesis protein H1
SeAg_B4041	CP001138	3937853	3938410	-	pangenome_0002_length_4798660	3937853	3938410	100.00	S_Agona_SL483	0,0	thiol:disulfide interChange protein DsbE
SeAg_B4042	CP001138	3938407	3940338	-	pangenome_0002_length_4798660	3938407	3940338	100.00	S_Agona_SL483	0,0	cytochrome c-type biogenesis protein CcmF
SeAg_B4043	CP001138	3940335	3940814	-	pangenome_0002_length_4798660	3940335	3940814	100.00	S_Agona_SL483	0,0	ABC superfamily
SeAg_B4044	CP001138	3940811	3940984	-	pangenome_0002_length_4798660	3940811	3940984	100.00	S_Agona_SL483	0,0	heme exporter protein CcmD
SeAg_B4045	CP001138	3941020	3941766	-	pangenome_0002_length_4798660	3941020	3941766	100.00	S_Agona_SL483	0,0	ABC superfamily
SeAg_B4046	CP001138	3941809	3942465	-	pangenome_0002_length_4798660	3941809	3942465	100.00	S_Agona_SL483	0,0	heme exporter protein CcmB
SeAg_B4047	CP001138	3942465	3943091	-	pangenome_0002_length_4798660	3942465	3943091	100.00	S_Agona_SL483	0,0	heme ABC exporter, ATP-binding protein CcmA
SeAg_B4048	CP001138	3943088	3944488	-	pangenome_0002_length_4798660	3943088	3944488	100.00	S_Agona_SL483	0,0	cytoChrome-c peroxidase
SeAg_B4049	CP001138	3944678	3945310	-	pangenome_0002_length_4798660	3944678	3945310	100.00	S_Agona_SL483	0,0	chaperone protein TorD
SeAg_B4050	CP001138	3945303	3947855	-	pangenome_0002_length_4798660	3945303	3947855	100.00	S_Agona_SL483	0,0	trimethylamine-N-oxide reductase TorA
SeAg_B4051	CP001138	3947845	3949029	-	pangenome_0002_length_4798660	3947845	3949029	100.00	S_Agona_SL483	0,0	trimethylamine-N-oxide reductase c-type cytochrome TorC
SeAg_B4052	CP001138	3949123	3949851	+	pangenome_0002_length_4798660	3949123	3949851	100.00	S_Agona_SL483	0,0	TorCAD operon transcriptional regulatory protein TorR
SeAg_B4053	CP001138	3949824	3950864	-	pangenome_0002_length_4798660	3949824	3950864	100.00	S_Agona_SL483	0,0	tmao reductase system periplasmic protein tort
SeAg_B4055	CP001138	3950889	3951005	-	pangenome_0002_length_4798660	3950889	3951005	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B4054	CP001138	3950992	3953763	+	pangenome_0002_length_4798660	3950992	3953763	100.00	S_Agona_SL483	0,0	TMAO reductase sytem sensor TorS
SeAg_B4056	CP001138	3953782	3954909	-	pangenome_0002_length_4798660	3953782	3954909	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B4057	CP001138	3954906	3956045	-	pangenome_0002_length_4798660	3954906	3956045	100.00	S_Agona_SL483	0,0	outer membrane protein
SeAg_B4058	CP001138	3956042	3957064	-	pangenome_0002_length_4798660	3956042	3957064	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B4059	CP001138	3957066	3957179	+	pangenome_0002_length_4798660	3957066	3957179	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B4060	CP001138	3957266	3958078	-	pangenome_0002_length_4798660	3957266	3958078	100.00	S_Agona_SL483	0,0	phosphatase YidA
SeAg_B4062	CP001138	3958379	3958519	-	pangenome_0002_length_4798660	3958379	3958519	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B4061	CP001138	3958518	3959210	+	pangenome_0002_length_4798660	3958518	3959210	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B4063	CP001138	3959549	3961963	-	pangenome_0002_length_4798660	3959549	3961963	100.00	S_Agona_SL483	0,0	DNA gyrase, B subunit
SeAg_B4064	CP001138	3961992	3963065	-	pangenome_0002_length_4798660	3961992	3963065	100.00	S_Agona_SL483	0,0	DNA replication and repair protein RecF
SeAg_B4065	CP001138	3963213	3964313	-	pangenome_0002_length_4798660	3963213	3964313	100.00	S_Agona_SL483	0,0	DNA polymerase III, beta subunit
SeAg_B4066	CP001138	3964318	3965718	-	pangenome_0002_length_4798660	3964318	3965718	100.00	S_Agona_SL483	0,0	chromosomal replication initiator protein DnaA
SeAg_B4067	CP001138	3966379	3966519	+	pangenome_0002_length_4798660	3966379	3966519	100.00	S_Agona_SL483	0,0	ribosomal protein L34
SeAg_B4068	CP001138	3966536	3966895	+	pangenome_0002_length_4798660	3966536	3966895	100.00	S_Agona_SL483	0,0	ribonuclease P protein component
SeAg_B4069	CP001138	3967119	3968765	+	pangenome_0002_length_4798660	3967119	3968765	100.00	S_Agona_SL483	0,0	inner membrane protein OxaA
SeAg_B4070	CP001138	3968867	3970270	+	pangenome_0002_length_4798660	3968867	3970270	100.00	S_Agona_SL483	0,0	tRNA modification GTPase TrmE
SeAg_B4071	CP001138	3970453	3971640	+	pangenome_0002_length_4798660	3970453	3971640	100.00	S_Agona_SL483	0,0	multidrug resistance protein MdtL
SeAg_B4072	CP001138	3971609	3972568	+	pangenome_0002_length_4798660	3971609	3972568	100.00	S_Agona_SL483	0,0	HTH-type transcriptional regulator YidZ
SeAg_B4073	CP001138	3972726	3973481	+	pangenome_0002_length_4798660	3972726	3973481	100.00	S_Agona_SL483	0,0	o252
SeAg_B4074	CP001138	3973499	3974065	+	pangenome_0002_length_4798660	3973499	3974065	100.00	S_Agona_SL483	0,0	YieF
SeAg_B4075	CP001138	3974543	3975880	-	pangenome_0002_length_4798660	3974543	3975880	100.00	S_Agona_SL483	0,0	inorganic anion transporter, sulfate permease (SulP) family
SeAg_B4076	CP001138	3976086	3976895	+	pangenome_0002_length_4798660	3976086	3976895	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B4077	CP001138	3976908	3977573	+	pangenome_0002_length_4798660	3976908	3977573	100.00	S_Agona_SL483	0,0	phosphatase YieH
SeAg_B4078	CP001138	3977668	3978393	-	pangenome_0002_length_4798660	3977668	3978393	100.00	S_Agona_SL483	0,0	phosphate transport system regulatory protein PhoU
SeAg_B4079	CP001138	3978408	3979217	-	pangenome_0002_length_4798660	3978408	3979217	100.00	S_Agona_SL483	0,0	phosphate ABC transporter, ATP-binding protein
SeAg_B4080	CP001138	3979268	3980158	-	pangenome_0002_length_4798660	3979268	3980158	100.00	S_Agona_SL483	0,0	phosphate ABC transporter, permease protein PstA
SeAg_B4081	CP001138	3980158	3981117	-	pangenome_0002_length_4798660	3980158	3981117	100.00	S_Agona_SL483	0,0	phosphate ABC transporter, permease protein PstC
SeAg_B4082	CP001138	3981253	3982293	-	pangenome_0002_length_4798660	3981253	3982293	100.00	S_Agona_SL483	0,0	phosphate ABC transporter, periplasmic phosphate-binding protein PstS
SeAg_B4083	CP001138	3982460	3983833	-	pangenome_0002_length_4798660	3982460	3983833	100.00	S_Agona_SL483	0,0	pts system fructose-specific eiibc component
SeAg_B4084	CP001138	3983882	3984700	-	pangenome_0002_length_4798660	3983882	3984700	100.00	S_Agona_SL483	0,0	shikimate 5-dehydrogenase
SeAg_B4085	CP001138	3984762	3986552	+	pangenome_0002_length_4798660	3984762	3986552	100.00	S_Agona_SL483	0,0	HTH-type transcriptional regulator SgrR
SeAg_B4086	CP001138	3986702	3988531	-	pangenome_0002_length_4798660	3986702	3988531	100.00	S_Agona_SL483	0,0	glutamine-fructose-6-phosphate transaminase
SeAg_B4087	CP001138	3988720	3990090	-	pangenome_0002_length_4798660	3988720	3990090	100.00	S_Agona_SL483	0,0	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
SeAg_B4088	CP001138	3990410	3991108	-	pangenome_0002_length_4798660	3990410	3991108	100.00	S_Agona_SL483	0,0	putative permease
SeAg_B4089	CP001138	3991338	3991757	-	pangenome_0002_length_4798660	3991338	3991757	100.00	S_Agona_SL483	0,0	ATP synthase F1, epsilon subunit
SeAg_B4090	CP001138	3991778	3993160	-	pangenome_0002_length_4798660	3991778	3993160	100.00	S_Agona_SL483	0,0	ATP synthase F1, beta subunit
SeAg_B4091	CP001138	3993187	3994050	-	pangenome_0002_length_4798660	3993187	3994050	100.00	S_Agona_SL483	0,0	ATP synthase F1, gamma subunit
SeAg_B4092	CP001138	3994101	3995642	-	pangenome_0002_length_4798660	3994101	3995642	100.00	S_Agona_SL483	0,0	ATP synthase F1, alpha subunit
SeAg_B4093	CP001138	3995655	3996188	-	pangenome_0002_length_4798660	3995655	3996188	100.00	S_Agona_SL483	0,0	ATP synthase F1, delta subunit
SeAg_B4094	CP001138	3996203	3996673	-	pangenome_0002_length_4798660	3996203	3996673	100.00	S_Agona_SL483	0,0	ATP synthase F0, B subunit
SeAg_B4095	CP001138	3996733	3996972	-	pangenome_0002_length_4798660	3996733	3996972	100.00	S_Agona_SL483	0,0	ATP synthase F0, C subunit
SeAg_B4096	CP001138	3997019	3997834	-	pangenome_0002_length_4798660	3997019	3997834	100.00	S_Agona_SL483	0,0	ATP synthase F0, A subunit
SeAg_B4097	CP001138	3997843	3997968	-	pangenome_0002_length_4798660	3997843	3997968	100.00	S_Agona_SL483	0,0	ATP synthase F0, I subunit
SeAg_B4098	CP001138	3998338	3998481	-	pangenome_0002_length_4798660	3998338	3998481	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B4099	CP001138	3998589	3998726	-	pangenome_0002_length_4798660	3998589	3998726	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B4100	CP001138	3998839	3999462	-	pangenome_0002_length_4798660	3998839	3999462	100.00	S_Agona_SL483	0,0	16S rRNA methyltransferase GidB
SeAg_B4101	CP001138	3999565	4001454	-	pangenome_0002_length_4798660	3999565	4001454	100.00	S_Agona_SL483	0,0	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
SeAg_B4102	CP001138	4001833	4002276	-	pangenome_0002_length_4798660	4001833	4002276	100.00	S_Agona_SL483	0,0	MioC protein
SeAg_B4103	CP001138	4002366	4002824	-	pangenome_0002_length_4798660	4002366	4002824	100.00	S_Agona_SL483	0,0	regulatory protein AsnC
SeAg_B4104	CP001138	4002975	4003967	+	pangenome_0002_length_4798660	4002975	4003967	100.00	S_Agona_SL483	0,0	aspartate--ammonia ligase
SeAg_B4105	CP001138	4003972	4005423	-	pangenome_0002_length_4798660	4003972	4005423	100.00	S_Agona_SL483	0,0	protein ViaA
SeAg_B4106	CP001138	4005417	4006913	-	pangenome_0002_length_4798660	4005417	4006913	100.00	S_Agona_SL483	0,0	ATPase RavA
SeAg_B4107	CP001138	4007261	4009129	+	pangenome_0002_length_4798660	4007261	4009129	100.00	S_Agona_SL483	0,0	potassium uptake protein
SeAg_B4108	CP001138	4009346	4009765	+	pangenome_0002_length_4798660	4009346	4009765	100.00	S_Agona_SL483	0,0	cytoplasmic D-ribose-binding protein RbsD
SeAg_B4109	CP001138	4009728	4011278	+	pangenome_0002_length_4798660	4009728	4011278	100.00	S_Agona_SL483	0,0	ribose ABC transporter, ATP-binding protein
SeAg_B4110	CP001138	4011284	4012249	+	pangenome_0002_length_4798660	4011284	4012249	100.00	S_Agona_SL483	0,0	ribose ABC transporter, permease protein
SeAg_B4111	CP001138	4012274	4013164	+	pangenome_0002_length_4798660	4012274	4013164	100.00	S_Agona_SL483	0,0	ribose ABC transporter, periplasmic ribose-binding protein
SeAg_B4112	CP001138	4013297	4014226	+	pangenome_0002_length_4798660	4013297	4014226	100.00	S_Agona_SL483	0,0	ribokinase
SeAg_B4113	CP001138	4014230	4015228	+	pangenome_0002_length_4798660	4014230	4015228	100.00	S_Agona_SL483	0,0	transcriptional repressor for rbs operon
SeAg_B4114	CP001138	4015194	4016621	-	pangenome_0002_length_4798660	4015194	4016621	100.00	S_Agona_SL483	0,0	inner membrane transport protein YieO
SeAg_B4115	CP001138	4016633	4017337	-	pangenome_0002_length_4798660	4016633	4017337	100.00	S_Agona_SL483	0,0	transcriptional regulator, GntR family
SeAg_B4123	CP001138	4023335	4024171	-	pangenome_0002_length_4798660	4023335	4024171	100.00	S_Agona_SL483	0,0	transcriptional regulator HdfR
SeAg_B4124	CP001138	4024290	4024628	+	pangenome_0002_length_4798660	4024290	4024628	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B4125	CP001138	4024653	4026173	-	pangenome_0002_length_4798660	4024653	4026173	100.00	S_Agona_SL483	0,0	Mg chelatase homolog
SeAg_B4126	CP001138	4026763	4028409	+	pangenome_0002_length_4798660	4026763	4028409	100.00	S_Agona_SL483	0,0	acetolactate synthase, large subunit, isozyme II
SeAg_B4127	CP001138	4028406	4028669	+	pangenome_0002_length_4798660	4028406	4028669	100.00	S_Agona_SL483	0,0	acetolactate synthase, isozyme II, small subunit
SeAg_B4128	CP001138	4028687	4029616	+	pangenome_0002_length_4798660	4028687	4029616	100.00	S_Agona_SL483	0,0	branched-chain amino acid aminotransferase
SeAg_B4129	CP001138	4029777	4031627	+	pangenome_0002_length_4798660	4029777	4031627	100.00	S_Agona_SL483	0,0	dihydroxy-acid dehydratase
SeAg_B4130	CP001138	4031630	4033174	+	pangenome_0002_length_4798660	4031630	4033174	100.00	S_Agona_SL483	0,0	threonine ammonia-lyase, biosynthetic
SeAg_B4131	CP001138	4033457	4033774	+	pangenome_0002_length_4798660	4033457	4033774	100.00	S_Agona_SL483	0,0	putative cytoplasmic protein
SeAg_B4132	CP001138	4033771	4034112	+	pangenome_0002_length_4798660	4033771	4034112	100.00	S_Agona_SL483	0,0	transcriptional regulator, XRE family
SeAg_B4133	CP001138	4034115	4035002	-	pangenome_0002_length_4798660	4034115	4035002	100.00	S_Agona_SL483	0,0	HTH-type transcriptional regulator IlvY
SeAg_B4134	CP001138	4035167	4036642	+	pangenome_0002_length_4798660	4035167	4036642	100.00	S_Agona_SL483	0,0	ketol-acid reductoisomerase
SeAg_B4135	CP001138	4036734	4037015	-	pangenome_0002_length_4798660	4036734	4037015	100.00	S_Agona_SL483	0,0	peptidyl-prolyl cis-trans isomerase C
SeAg_B4136	CP001138	4037209	4037910	+	pangenome_0002_length_4798660	4037209	4037910	100.00	S_Agona_SL483	0,0	cyclic nucleotide-binding domain protein
SeAg_B4137	CP001138	4037939	4038682	+	pangenome_0002_length_4798660	4037939	4038682	100.00	S_Agona_SL483	0,0	uridine phosphorylase
SeAg_B4138	CP001138	4038679	4039410	+	pangenome_0002_length_4798660	4038679	4039410	100.00	S_Agona_SL483	0,0	intergral membrane NMN transport protein PnuC
SeAg_B4139	CP001138	4039510	4041534	+	pangenome_0002_length_4798660	4039510	4041534	100.00	S_Agona_SL483	0,0	ATP-dependent DNA helicase Rep
SeAg_B4140	CP001138	4041574	4043055	-	pangenome_0002_length_4798660	4041574	4043055	100.00	S_Agona_SL483	0,0	exopolyphosphatase
SeAg_B4141	CP001138	4043174	4044439	-	pangenome_0002_length_4798660	4043174	4044439	100.00	S_Agona_SL483	0,0	ATP-dependent RNA helicase RhlB
SeAg_B4142	CP001138	4044583	4044912	+	pangenome_0002_length_4798660	4044583	4044912	100.00	S_Agona_SL483	0,0	thioredoxin
SeAg_B4143	CP001138	4045331	4046590	+	pangenome_0002_length_4798660	4045331	4046590	100.00	S_Agona_SL483	0,0	transcription termination factor Rho
SeAg_B4144	CP001138	4046820	4047923	+	pangenome_0002_length_4798660	4046820	4047923	100.00	S_Agona_SL483	0,0	undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphatetransferase
SeAg_B4145	CP001138	4047935	4048981	+	pangenome_0002_length_4798660	4047935	4048981	100.00	S_Agona_SL483	0,0	modulator of enterobacterial common antigen
SeAg_B4146	CP001138	4049037	4050167	+	pangenome_0002_length_4798660	4049037	4050167	100.00	S_Agona_SL483	0,0	UDP-N-acetylglucosamine 2-epimerase
SeAg_B4147	CP001138	4050164	4051426	+	pangenome_0002_length_4798660	4050164	4051426	100.00	S_Agona_SL483	0,0	UDP-N-acetyl-D-mannosamine dehydrogenase
SeAg_B4148	CP001138	4051426	4052493	+	pangenome_0002_length_4798660	4051426	4052493	100.00	S_Agona_SL483	0,0	dTDP-glucose 4,6-dehydratase
SeAg_B4149	CP001138	4052526	4052750	+	pangenome_0002_length_4798660	4052526	4052750	100.00	S_Agona_SL483	0,0	glucose-1-phosphate thymidylyltransferase
SeAg_B4150	CP001138	4052728	4053405	+	pangenome_0002_length_4798660	4052728	4053405	100.00	S_Agona_SL483	0,0	TDP-D-fucosamine acetyltransferase
SeAg_B4151	CP001138	4053410	4054540	+	pangenome_0002_length_4798660	4053410	4054540	100.00	S_Agona_SL483	0,0	TDP-4-keto-6-deoxy-D-glucose transaminase
SeAg_B4152	CP001138	4054542	4055792	+	pangenome_0002_length_4798660	4054542	4055792	100.00	S_Agona_SL483	0,0	polysaccharide biosynthesis protein
SeAg_B4153	CP001138	4055789	4056868	+	pangenome_0002_length_4798660	4055789	4056868	100.00	S_Agona_SL483	0,0	TDP-Fuc4NAc:lipid II Fuc4Nac transferase
SeAg_B4154	CP001138	4056865	4058223	+	pangenome_0002_length_4798660	4056865	4058223	100.00	S_Agona_SL483	0,0	ECA biosynthesis protein WzyE
SeAg_B4155	CP001138	4058220	4058960	+	pangenome_0002_length_4798660	4058220	4058960	100.00	S_Agona_SL483	0,0	glycosyl transferase, WecB/TagA/CpsF family
SeAg_B4156	CP001138	4059166	4060551	+	pangenome_0002_length_4798660	4059166	4060551	100.00	S_Agona_SL483	0,0	amino acid permease family protein
SeAg_B4161	CP001138	4061115	4061279	+	pangenome_0002_length_4798660	4061115	4061279	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B4163	CP001138	4061668	4062867	-	pangenome_0002_length_4798660	4061668	4062867	100.00	S_Agona_SL483	0,0	HemY protein
SeAg_B4164	CP001138	4062867	4064036	-	pangenome_0002_length_4798660	4062867	4064036	100.00	S_Agona_SL483	0,0	putative uroporphyrin-III C-methyltransferase
SeAg_B4165	CP001138	4064058	4064798	-	pangenome_0002_length_4798660	4064058	4064798	100.00	S_Agona_SL483	0,0	uroporphyrinogen-III synthase
SeAg_B4166	CP001138	4064795	4065757	-	pangenome_0002_length_4798660	4064795	4065757	100.00	S_Agona_SL483	0,0	porphobilinogen deaminase
SeAg_B4167	CP001138	4066113	4068659	+	pangenome_0002_length_4798660	4066113	4068659	100.00	S_Agona_SL483	0,0	adenylate cyclase, class I
SeAg_B4168	CP001138	4068767	4069123	+	pangenome_0002_length_4798660	4068767	4069123	100.00	S_Agona_SL483	0,0	putative inner membrane protein
SeAg_B4169	CP001138	4069492	4069851	+	pangenome_0002_length_4798660	4069492	4069851	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B4170	CP001138	4070296	4070616	-	pangenome_0002_length_4798660	4070296	4070616	100.00	S_Agona_SL483	0,0	iron donor protein CyaY
SeAg_B4171	CP001138	4070686	4071075	-	pangenome_0002_length_4798660	4070686	4071075	100.00	S_Agona_SL483	0,0	putative inner membrane protein
SeAg_B4174	CP001138	4071772	4071975	+	pangenome_0002_length_4798660	4071772	4071975	100.00	S_Agona_SL483	0,0	putative lipoprotein
SeAg_B4175	CP001138	4072012	4072836	+	pangenome_0002_length_4798660	4072012	4072836	100.00	S_Agona_SL483	0,0	diaminopimelate epimerase
SeAg_B4176	CP001138	4072833	4073540	+	pangenome_0002_length_4798660	4072833	4073540	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B4177	CP001138	4073537	4074439	+	pangenome_0002_length_4798660	4073537	4074439	100.00	S_Agona_SL483	0,0	tyrosine recombinase XerC
SeAg_B4178	CP001138	4074439	4075155	+	pangenome_0002_length_4798660	4074439	4075155	100.00	S_Agona_SL483	0,0	HAD-superfamily hydrolase
SeAg_B4179	CP001138	4075156	4075290	-	pangenome_0002_length_4798660	4075156	4075290	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B4180	CP001138	4075290	4077452	+	pangenome_0002_length_4798660	4075290	4077452	100.00	S_Agona_SL483	0,0	DNA helicase II
SeAg_B4181	CP001138	4077924	4078874	+	pangenome_0002_length_4798660	4077924	4078874	100.00	S_Agona_SL483	0,0	magnesium and cobalt transport protein CorA
SeAg_B4182	CP001138	4078923	4079303	-	pangenome_0002_length_4798660	4078923	4079303	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B4183	CP001138	4079533	4079661	-	pangenome_0002_length_4798660	4079533	4079661	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B4184	CP001138	4079812	4080696	-	pangenome_0002_length_4798660	4079812	4080696	100.00	S_Agona_SL483	0,0	RarD protein
SeAg_B4185	CP001138	4080740	4081207	-	pangenome_0002_length_4798660	4080740	4081207	100.00	S_Agona_SL483	0,0	f161
SeAg_B4186	CP001138	4081372	4082241	+	pangenome_0002_length_4798660	4081372	4082241	100.00	S_Agona_SL483	0,0	phospholipase A1
SeAg_B4187	CP001138	4082307	4084154	+	pangenome_0002_length_4798660	4082307	4084154	100.00	S_Agona_SL483	0,0	ATP-dependent DNA helicase RecQ
SeAg_B4188	CP001138	4084218	4084838	+	pangenome_0002_length_4798660	4084218	4084838	100.00	S_Agona_SL483	0,0	threonine efflux protein
SeAg_B4189	CP001138	4084878	4085498	-	pangenome_0002_length_4798660	4084878	4085498	100.00	S_Agona_SL483	0,0	homoserine/homoserine lactone efflux protein
SeAg_B4190	CP001138	4085609	4086625	+	pangenome_0002_length_4798660	4085609	4086625	100.00	S_Agona_SL483	0,0	lysophospholipase L2
SeAg_B4193	CP001138	4088309	4089262	-	pangenome_0002_length_4798660	4088309	4089262	100.00	S_Agona_SL483	0,0	transcriptional regulator MetR
SeAg_B4192	CP001138	4089245	4089373	+	pangenome_0002_length_4798660	4089245	4089373	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B4194	CP001138	4089498	4091762	+	pangenome_0002_length_4798660	4089498	4091762	100.00	S_Agona_SL483	0,0	5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase
SeAg_B4195	CP001138	4091826	4091954	+	pangenome_0002_length_4798660	4091826	4091954	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B4196	CP001138	4091951	4092097	+	pangenome_0002_length_4798660	4091951	4092097	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B4197	CP001138	4092154	4093449	+	pangenome_0002_length_4798660	4092154	4093449	100.00	S_Agona_SL483	0,0	chondroitin sulfate/heparin utilization regulation protein
SeAg_B4198	CP001138	4093529	4094404	-	pangenome_0002_length_4798660	4093529	4094404	100.00	S_Agona_SL483	0,0	dienelactone hydrolase
SeAg_B4199	CP001138	4094600	4095361	+	pangenome_0002_length_4798660	4094600	4095361	100.00	S_Agona_SL483	0,0	uridine phosphorylase
SeAg_B4200	CP001138	4095501	4096931	+	pangenome_0002_length_4798660	4095501	4096931	100.00	S_Agona_SL483	0,0	DNA recombination protein RmuC
SeAg_B4201	CP001138	4097027	4097782	+	pangenome_0002_length_4798660	4097027	4097782	100.00	S_Agona_SL483	0,0	ubiquinone/menaquinone biosynthesis methyltransferase UbiE
SeAg_B4202	CP001138	4097792	4098397	+	pangenome_0002_length_4798660	4097792	4098397	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B4203	CP001138	4098394	4100034	+	pangenome_0002_length_4798660	4098394	4100034	100.00	S_Agona_SL483	0,0	2-polyprenylphenol 6-hydroxylase
SeAg_B4204	CP001138	4100240	4100494	+	pangenome_0002_length_4798660	4100240	4100494	100.00	S_Agona_SL483	0,0	Sec-independent protein translocase protein TatA
SeAg_B4205	CP001138	4100498	4101046	+	pangenome_0002_length_4798660	4100498	4101046	100.00	S_Agona_SL483	0,0	Sec-independent protein translocase protein TatB
SeAg_B4206	CP001138	4101049	4101828	+	pangenome_0002_length_4798660	4101049	4101828	100.00	S_Agona_SL483	0,0	twin arginine-targeting protein translocase TatC
SeAg_B4207	CP001138	4101870	4102652	+	pangenome_0002_length_4798660	4101870	4102652	100.00	S_Agona_SL483	0,0	deoxyribonuclease TatD
SeAg_B4208	CP001138	4102660	4103148	-	pangenome_0002_length_4798660	4102660	4103148	100.00	S_Agona_SL483	0,0	transcriptional activator RfaH
SeAg_B4209	CP001138	4103334	4104812	+	pangenome_0002_length_4798660	4103334	4104812	100.00	S_Agona_SL483	0,0	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
SeAg_B4210	CP001138	4104898	4105599	+	pangenome_0002_length_4798660	4104898	4105599	100.00	S_Agona_SL483	0,0	NAD(P)H-flavin reductase (FMN reductase)(Aquacobalamin reductase) (NAD(P)H:flavin oxidoreductase)(Ferrisiderophore reductase C)
SeAg_B4211	CP001138	4105853	4107676	+	pangenome_0002_length_4798660	4105853	4107676	100.00	S_Agona_SL483	0,0	arylsulfotransferase
SeAg_B4212	CP001138	4107873	4109036	-	pangenome_0002_length_4798660	4107873	4109036	100.00	S_Agona_SL483	0,0	acetyl-CoA C-acyltransferase FadA
SeAg_B4213	CP001138	4109046	4111235	-	pangenome_0002_length_4798660	4109046	4111235	100.00	S_Agona_SL483	0,0	fatty oxidation complex, alpha subunit FadB
SeAg_B4214	CP001138	4111425	4112756	+	pangenome_0002_length_4798660	4111425	4112756	100.00	S_Agona_SL483	0,0	Xaa-Pro dipeptidase
SeAg_B4215	CP001138	4112756	4113370	+	pangenome_0002_length_4798660	4112756	4113370	100.00	S_Agona_SL483	0,0	conserved hypothetical protein TIGR00257
SeAg_B4216	CP001138	4113409	4114860	+	pangenome_0002_length_4798660	4113409	4114860	100.00	S_Agona_SL483	0,0	Trk system potassium uptake protein TrkH
SeAg_B4217	CP001138	4114872	4115417	+	pangenome_0002_length_4798660	4114872	4115417	100.00	S_Agona_SL483	0,0	protoporphyrinogen oxidase
SeAg_B4224	CP001138	4121244	4121774	-	pangenome_0002_length_4798660	4121244	4121774	100.00	S_Agona_SL483	0,0	molybdopterin-guanine dinucleotide biosynthesis protein B
SeAg_B4225	CP001138	4121756	4122340	-	pangenome_0002_length_4798660	4121756	4122340	100.00	S_Agona_SL483	0,0	molybdopterin-guanine dinucleotide biosynthesis protein A
SeAg_B4226	CP001138	4122410	4122679	+	pangenome_0002_length_4798660	4122410	4122679	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B4227	CP001138	4122756	4123742	+	pangenome_0002_length_4798660	4122756	4123742	100.00	S_Agona_SL483	0,0	protein RdoA
SeAg_B4228	CP001138	4123759	4124382	+	pangenome_0002_length_4798660	4123759	4124382	100.00	S_Agona_SL483	0,0	thiol:disulfide interchange protein DsbA
